unique_id,source_field,bullet_position,bullet_text,capability_id,domain,tracer_id,pattern
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,23,"Specializes in GI, laparoscopic, and bariatric surgery",general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,24,Offers laparoscopic and bariatric surgical services in Agra,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,24,Offers laparoscopic and bariatric surgical services in Agra,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,26,Specializes in laparoscopic and minimal access surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,26,Specializes in laparoscopic and minimal access surgery,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,27,"Associated with Synergy Plus Hospital, Agra as a Senior Consultant Surgical Gastroenterologist and Advanced Laparoscopic Surgeon",general_surgery,staff,surgeon,surgeon
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,27,"Associated with Synergy Plus Hospital, Agra as a Senior Consultant Surgical Gastroenterologist and Advanced Laparoscopic Surgeon",general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,27,"Associated with Synergy Plus Hospital, Agra as a Senior Consultant Surgical Gastroenterologist and Advanced Laparoscopic Surgeon",general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,30,Provides laparoscopic and minimal access surgical services,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,30,Provides laparoscopic and minimal access surgical services,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,40,Dr. Kunchit Taneja is a gynecologist and obstetrician associated with Synergy Plus Hospital,maternity,staff,obstetrician,obstetrician
f136935e-83f0-433f-9d7c-2b53d2263abe,capability,42,"Has a Critical Care Department headed by Dr. Ranveer Singh Tyagi, MBBS, MD",icu,procedures,critical_care_service,critical care
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,15,Laparoscopic and Minimal Access Surgery is performed,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,15,Laparoscopic and Minimal Access Surgery is performed,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,16,Laparoscopic Hernia Surgery is performed,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,16,Laparoscopic Hernia Surgery is performed,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,20,Laparoscopic GI Surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,20,Laparoscopic GI Surgery,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,22,Rectal Prolapse repair using laparoscopic techniques,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,22,Rectal Prolapse repair using laparoscopic techniques,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,24,Laparoscopic Hysterectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,24,Laparoscopic Hysterectomy,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,25,Laparoscopic Ovarian Cystectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,25,Laparoscopic Ovarian Cystectomy,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,26,Laparoscopic Myomectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,26,Laparoscopic Myomectomy,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,27,Laparoscopic Splenectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,27,Laparoscopic Splenectomy,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,28,Laparoscopic Adrenalectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,28,Laparoscopic Adrenalectomy,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,29,Laparoscopic Nephrectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,29,Laparoscopic Nephrectomy,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,30,Laparoscopic Inguinal Hernia Surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,30,Laparoscopic Inguinal Hernia Surgery,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,31,Laparoscopic Umbilical Hernia Repair,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,31,Laparoscopic Umbilical Hernia Repair,general_surgery,procedures,surgical_procedures,hernia repair
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,32,Laparoscopic Ventral/Incisional Hernia Repair,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,32,Laparoscopic Ventral/Incisional Hernia Repair,general_surgery,procedures,surgical_procedures,hernia repair
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,33,Laparoscopic Hiatus Hernia Surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,33,Laparoscopic Hiatus Hernia Surgery,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,34,Laparoscopic Achalasia Cardia surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,34,Laparoscopic Achalasia Cardia surgery,general_surgery,procedures,surgical_procedures,laparoscopic
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,44,"Performs Laparoscopic GI Surgery at Synergy Plus Hospital, Agra",general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
f136935e-83f0-433f-9d7c-2b53d2263abe,procedure,44,"Performs Laparoscopic GI Surgery at Synergy Plus Hospital, Agra",general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,capability,1,24/7 emergency capabilities,emergency,procedures,emergency_service,24/?7 emergency
d9df4af5-2080-464f-831e-db0f316959f6,capability,2,Emergency surgical services and trauma care,trauma,procedures,trauma_care,trauma (care|centre|center|management)
d9df4af5-2080-464f-831e-db0f316959f6,capability,3,"Specializes in advanced minimally invasive surgery across four surgical disciplines: gastrointestinal surgery, general surgery, urology and gynecology",general_surgery,procedures,surgical_procedures,general surgery
d9df4af5-2080-464f-831e-db0f316959f6,capability,5,Dr Vijay Pawar is fellowship-trained in advanced laparoscopic techniques,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,capability,5,Dr Vijay Pawar is fellowship-trained in advanced laparoscopic techniques,general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,capability,7,"Gastroenterology and general surgery, urology and gynecology are core surgical disciplines",general_surgery,procedures,surgical_procedures,general surgery
d9df4af5-2080-464f-831e-db0f316959f6,capability,8,"Specializes in gastroenterology, general surgery, laparoscopy, urology and gynecology",general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,capability,8,"Specializes in gastroenterology, general surgery, laparoscopy, urology and gynecology",general_surgery,procedures,surgical_procedures,general surgery
d9df4af5-2080-464f-831e-db0f316959f6,procedure,0,Performs laparoscopic cholecystectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,procedure,0,Performs laparoscopic cholecystectomy,general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,procedure,1,Performs laparoscopic appendicectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,procedure,1,Performs laparoscopic appendicectomy,general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,procedure,9,Performs hysterectomy (laparoscopic and open) and myomectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,procedure,9,Performs hysterectomy (laparoscopic and open) and myomectomy,general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,procedure,13,Performs hernia repair surgeries,general_surgery,procedures,surgical_procedures,hernia repair
d9df4af5-2080-464f-831e-db0f316959f6,procedure,14,"Offers urology procedures with endoscopic and laparoscopic techniques for kidney, prostate, and urinary bladder",general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,procedure,14,"Offers urology procedures with endoscopic and laparoscopic techniques for kidney, prostate, and urinary bladder",general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,procedure,16,Cancer surgery,oncology,procedures,cancer_treatment,cancer surgery
d9df4af5-2080-464f-831e-db0f316959f6,procedure,20,Performs laparoscopic surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,procedure,20,Performs laparoscopic surgery,general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,procedure,25,Laparoscopic operations,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,procedure,25,Laparoscopic operations,general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,procedure,26,Laparoscopic cholecystectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,procedure,26,Laparoscopic cholecystectomy,general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,procedure,27,Laparoscopic appendicectomy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,procedure,27,Laparoscopic appendicectomy,general_surgery,procedures,surgical_procedures,laparoscopic
d9df4af5-2080-464f-831e-db0f316959f6,procedure,32,Cancer surgery,oncology,procedures,cancer_treatment,cancer surgery
d9df4af5-2080-464f-831e-db0f316959f6,equipment,0,Two fully equipped operation theatres with modern equipment,general_surgery,equipment,ot,operation theatre
d9df4af5-2080-464f-831e-db0f316959f6,equipment,1,High-definition laparoscopic equipment,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
d9df4af5-2080-464f-831e-db0f316959f6,equipment,1,High-definition laparoscopic equipment,general_surgery,procedures,surgical_procedures,laparoscopic
31be4ed6-63fa-45bc-8b56-4c02adaf8102,capability,5,Intensive Care Unit (ICU),icu,procedures,critical_care_service,intensive care
31be4ed6-63fa-45bc-8b56-4c02adaf8102,capability,8,Provides emergency care,emergency,procedures,emergency_service,emergency (department|services|care|room)
31be4ed6-63fa-45bc-8b56-4c02adaf8102,capability,12,Laparoscopy surgery capability,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
31be4ed6-63fa-45bc-8b56-4c02adaf8102,capability,21,Laparoscopic surgeon (Obs & Gyn) on staff: Dr. Dipak Suresh Kolate,general_surgery,staff,surgeon,surgeon
31be4ed6-63fa-45bc-8b56-4c02adaf8102,capability,21,Laparoscopic surgeon (Obs & Gyn) on staff: Dr. Dipak Suresh Kolate,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
31be4ed6-63fa-45bc-8b56-4c02adaf8102,capability,21,Laparoscopic surgeon (Obs & Gyn) on staff: Dr. Dipak Suresh Kolate,general_surgery,procedures,surgical_procedures,laparoscopic
31be4ed6-63fa-45bc-8b56-4c02adaf8102,capability,22,"On-site gynecologist/obstetrician: Dr. Dipak Suresh Kolate (DGO, DNB)",maternity,staff,obstetrician,obstetrician
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,1,Normal Delivery,maternity,procedures,delivery,normal delivery
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,2,LSCS (Lower Segment Cesarean Section) Delivery,maternity,procedures,delivery,cesarean
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,5,Laparoscopy Surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,10,Performs laparoscopic surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,10,Performs laparoscopic surgery,general_surgery,procedures,surgical_procedures,laparoscopic
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,11,Provides normal delivery,maternity,procedures,delivery,normal delivery
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,12,Provides LSCS (lower segment cesarean section) delivery,maternity,procedures,delivery,cesarean
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,13,Provides obstetric ultrasound/sonography services,maternity,diagnostics,obstetric_ultrasound,obstetric (usg|ultrasound)
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,15,Laparoscopy,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,19,Performs laparoscopic surgery,general_surgery,equipment,laparoscopy,laparoscop(e|ic|y)
31be4ed6-63fa-45bc-8b56-4c02adaf8102,procedure,19,Performs laparoscopic surgery,general_surgery,procedures,surgical_procedures,laparoscopic
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,capability,6,"Offers postgraduate programs in surgical oncology, medical oncology, and radiation oncology",oncology,staff,oncologist,medical oncology
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,capability,18,Kidwai Memorial Institute Of Oncology is listed as a nearby medical facility 4.4 km from Subbamma Tallam Subbaraya Setty Dispensary for Women & Children (Bengaluru).,maternity,equipment,ldr_ot,ldr
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,capability,30,"Has a Surgical Oncology program/department with Dr. M Chandrashekhar, Surgical Oncologist, as a faculty member",oncology,staff,oncologist,oncologist
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,capability,40,Medical Oncology Department globally renowned for treating adult solid tumours and blood cancers,oncology,staff,oncologist,medical oncology
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,procedure,0,External beam radiotherapy using linear accelerators,oncology,equipment,chemo_unit,linear accelerator
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,procedure,0,External beam radiotherapy using linear accelerators,oncology,procedures,cancer_treatment,radiotherapy
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,procedure,2,Cobalt radiotherapy unit historically used in KMIO's Radiation department,oncology,procedures,cancer_treatment,radiotherapy
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,procedure,9,Radiotherapy for cancer,oncology,procedures,cancer_treatment,radiotherapy
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,procedure,10,Chemotherapy with supportive care,oncology,procedures,cancer_treatment,chemotherapy
c4f65c3f-6f9b-45a3-b8ff-dddaa9d7cad6,equipment,0,Radiation department operates 7 linear accelerators,oncology,equipment,chemo_unit,linear accelerator
ec0e09bc-f987-4d7c-87cd-60f01b8ac565,procedure,2,Provides orthodontic services with braces and clear aligners for children and adults,maternity,equipment,ldr_ot,ldr
ec0e09bc-f987-4d7c-87cd-60f01b8ac565,procedure,4,Provides pediatric dentistry for children,maternity,equipment,ldr_ot,ldr
2f9d062a-06aa-43d0-ab83-802c19947205,capability,27,Offers 24/7 emergency care.,emergency,procedures,emergency_service,24/?7 emergency
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,0,Has a Department of Transfusion Medicine with a hospital blood bank providing pretransfusion testing and crossmatching services.,blood_bank,staff,transfusion_medicine,transfusion medicine
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,0,Has a Department of Transfusion Medicine with a hospital blood bank providing pretransfusion testing and crossmatching services.,blood_bank,equipment,blood_storage,blood bank
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,0,Has a Department of Transfusion Medicine with a hospital blood bank providing pretransfusion testing and crossmatching services.,blood_bank,diagnostics,blood_typing,cross[- ]?match
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,8,GMC Jammu contributed data on intra-abdominal FNAC with cytology–histopathology correlation using cell blocks in a study of 160 cases.,oncology,diagnostics,cancer_diagnostics,histopathology
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,23,"Specialty units include Gynecology & Obstetrics with COVID positive labour room, operations, and indoor wards; Pediatrics with COVID positive NICU, PICU, and wards",maternity,equipment,ldr_ot,labour room
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,23,"Specialty units include Gynecology & Obstetrics with COVID positive labour room, operations, and indoor wards; Pediatrics with COVID positive NICU, PICU, and wards",nicu,procedures,neonatal_care,nicu
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,26,"Diagnostics capabilities include on-site laboratory services with blood storage; Radiology (X-ray, Ultrasound); ECG; RT-PCR testing (bedside sampling on First Floor)",cardiac,equipment,ecg_echo,ecg
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,26,"Diagnostics capabilities include on-site laboratory services with blood storage; Radiology (X-ray, Ultrasound); ECG; RT-PCR testing (bedside sampling on First Floor)",blood_bank,equipment,blood_storage,blood storage
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,28,Fourth floor includes NICU and PICU with ventilator capabilities; fourth floor also paediatric wards for COVID positive patients,icu,equipment,ventilator,ventilator
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,28,Fourth floor includes NICU and PICU with ventilator capabilities; fourth floor also paediatric wards for COVID positive patients,nicu,procedures,neonatal_care,nicu
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,33,108 ambulance service available round the clock,emergency,equipment,ambulance,ambulance
a96d4572-8445-4eec-9fe5-41d32d88b92b,capability,40,"Specialties include Cardiology, Neurology, Nephrology, Urology, and Gastroenterology",dialysis,staff,nephrologist,nephrology
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,0,"Pretransfusion testing including ABO and Rh grouping, antibody screening, and crossmatching prior to transfusion.",blood_bank,diagnostics,blood_typing,cross[- ]?match
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,1,"Issuance of blood components to clinical departments after crossmatching; in 2014 GMC Jammu processed 32,672 transfusion requisitions and issued 26,683 products.",blood_bank,diagnostics,blood_typing,cross[- ]?match
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,5,Excision biopsy confirmed fibroadenoma in accessory breast tissue after FNAC.,oncology,diagnostics,cancer_diagnostics,biopsy
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,7,"COVID positive labour room services, obstetric operations, and indoor wards in Gynecology & Obstetrics",maternity,equipment,ldr_ot,labour room
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,10,"Radiology services include X-rays, Ultrasound, and ECG",cardiac,equipment,ecg_echo,ecg
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,11,Laboratory services and blood storage are available on site,blood_bank,equipment,blood_storage,blood storage
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,14,Four fully furnished operation theatres,general_surgery,equipment,ot,operation theatre
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,15,Four fully furnished labour rooms,maternity,equipment,ldr_ot,labour room
a96d4572-8445-4eec-9fe5-41d32d88b92b,procedure,20,Heart surgery and bypass surgery are performed at the hospital,cardiac,procedures,cardiac_procedures,bypass surgery
a96d4572-8445-4eec-9fe5-41d32d88b92b,equipment,7,ECG machines,cardiac,equipment,ecg_echo,ecg
51bcabef-3ca0-4aae-aff9-838a27f97d86,capability,1,Provides 24/7 emergency and trauma care,emergency,procedures,emergency_service,24/?7 emergency
51bcabef-3ca0-4aae-aff9-838a27f97d86,capability,1,Provides 24/7 emergency and trauma care,trauma,procedures,trauma_care,trauma (care|centre|center|management)
